program_started : 1563834679017741 : 8538
circBuffer.txt not found!
Starting with clean buffers
received_rejected_message : 1563835088825445 : 10.0.85.35
received_rejected_message : 1563835089401903 : 10.0.85.35
received_rejected_message : 1563835089932153 : 10.0.85.35
received_accepted_message : 1563835090197638 : 10.0.85.35
received_accepted_message : 1563835090444194 : 10.0.85.35
generated_message : 1563835103919650
sent_message : 1563835106052918 : 10.0.85.35
sent_message : 1563835106317373 : 10.0.85.35
sent_message : 1563835106545658 : 10.0.85.35
sent_message : 1563835106976330 : 10.0.85.35
received_rejected_message : 1563835096040942 : 10.0.85.36
received_rejected_message : 1563835106985711 : 10.0.85.36
sent_message : 1563835122486608 : 10.0.85.36
sent_message : 1563835123502839 : 10.0.85.36
sent_message : 1563835123966887 : 10.0.85.36
sent_message : 1563835124881947 : 10.0.85.36
received_rejected_message : 1563835106990537 : 10.0.85.36
generated_message : 1563835136984027
sent_message : 1563835145383163 : 10.0.85.37
sent_message : 1563835145788980 : 10.0.85.37
sent_message : 1563835146419142 : 10.0.85.37
sent_message : 1563835146972526 : 10.0.85.37
sent_message : 1563835147500320 : 10.0.85.37
received_rejected_message : 1563835124908099 : 10.0.85.36
received_accepted_message : 1563835147513237 : 10.0.85.36
received_accepted_message : 1563835147529678 : 10.0.85.37
received_rejected_message : 1563835147538541 : 10.0.85.37
received_rejected_message : 1563835147540806 : 10.0.85.37
received_rejected_message : 1563835147542809 : 10.0.85.37
received_accepted_message : 1563835147547216 : 10.0.85.37
received_rejected_message : 1563835163311151 : 10.0.85.36
received_accepted_message : 1563835163433644 : 10.0.85.35
received_accepted_message : 1563835163563751 : 10.0.85.36
received_rejected_message : 1563835163782574 : 10.0.85.36
received_rejected_message : 1563835163907945 : 10.0.85.35
received_rejected_message : 1563835164032105 : 10.0.85.36
received_accepted_message : 1563835164468330 : 10.0.85.36
received_accepted_message : 1563835164741912 : 10.0.85.35
received_rejected_message : 1563835165014826 : 10.0.85.35
generated_message : 1563835177508715
sent_message : 1563835178171144 : 10.0.85.35
sent_message : 1563835178391623 : 10.0.85.35
sent_message : 1563835178699102 : 10.0.85.35
sent_message : 1563835179020343 : 10.0.85.35
sent_message : 1563835179297694 : 10.0.85.35
sent_message : 1563835179745025 : 10.0.85.35
sent_message : 1563835179957565 : 10.0.85.35
sent_message : 1563835197975822 : 10.0.85.36
sent_message : 1563835199093655 : 10.0.85.36
sent_message : 1563835199536764 : 10.0.85.36
sent_message : 1563835199956694 : 10.0.85.36
sent_message : 1563835201163662 : 10.0.85.36
sent_message : 1563835221097111 : 10.0.85.37
sent_message : 1563835221532567 : 10.0.85.37
sent_message : 1563835223819464 : 10.0.85.37
sent_message : 1563835224315840 : 10.0.85.37
sent_message : 1563835224708434 : 10.0.85.37
sent_message : 1563835225217000 : 10.0.85.37
sent_message : 1563835225760105 : 10.0.85.37
received_accepted_message : 1563835212389957 : 10.0.85.37
received_rejected_message : 1563835225797083 : 10.0.85.37
received_rejected_message : 1563835225799752 : 10.0.85.37
received_rejected_message : 1563835225816942 : 10.0.85.37
received_rejected_message : 1563835225819047 : 10.0.85.37
received_accepted_message : 1563835225821257 : 10.0.85.37
generated_message : 1563835231169740
received_rejected_message : 1563835240429388 : 10.0.85.36
received_accepted_message : 1563835241085634 : 10.0.85.36
received_rejected_message : 1563835241340430 : 10.0.85.36
received_accepted_message : 1563835243298524 : 10.0.85.35
received_rejected_message : 1563835243541225 : 10.0.85.35
received_rejected_message : 1563835243773894 : 10.0.85.35
received_rejected_message : 1563835243987503 : 10.0.85.35
received_rejected_message : 1563835244885798 : 10.0.85.35
received_accepted_message : 1563835245115628 : 10.0.85.35
sent_message : 1563835259345135 : 10.0.85.35
sent_message : 1563835259610621 : 10.0.85.35
sent_message : 1563835259838752 : 10.0.85.35
sent_message : 1563835260066599 : 10.0.85.35
sent_message : 1563835260283001 : 10.0.85.35
generated_message : 1563835261187387
sent_message : 1563835284563554 : 10.0.85.36
sent_message : 1563835285067005 : 10.0.85.36
sent_message : 1563835286041806 : 10.0.85.36
sent_message : 1563835286909124 : 10.0.85.36
sent_message : 1563835287947610 : 10.0.85.36
sent_message : 1563835288393212 : 10.0.85.36
sent_message : 1563835313748438 : 10.0.85.37
sent_message : 1563835314179836 : 10.0.85.37
sent_message : 1563835314814582 : 10.0.85.37
sent_message : 1563835315319238 : 10.0.85.37
sent_message : 1563835315703000 : 10.0.85.37
received_accepted_message : 1563835298886626 : 10.0.85.37
received_rejected_message : 1563835315720753 : 10.0.85.37
received_rejected_message : 1563835315737497 : 10.0.85.37
received_rejected_message : 1563835315739682 : 10.0.85.37
received_accepted_message : 1563835315742162 : 10.0.85.37
generated_message : 1563835318399808
received_accepted_message : 1563835323653953 : 10.0.85.36
received_rejected_message : 1563835324460716 : 10.0.85.36
received_rejected_message : 1563835324920205 : 10.0.85.36
received_rejected_message : 1563835325319463 : 10.0.85.36
received_rejected_message : 1563835325698295 : 10.0.85.36
received_accepted_message : 1563835326097040 : 10.0.85.36
