program_started : 1563837080072743 : 8548
circBuffer.txt not found!
Starting with clean buffers
device_connected : 1563837089424429 : 10.0.85.46
received_accepted_message : 1563837089649145 : 10.0.85.46
received_accepted_message : 1563837089830644 : 10.0.85.46
received_accepted_message : 1563837090148957 : 10.0.85.46
received_accepted_message : 1563837090400947 : 10.0.85.46
received_accepted_message : 1563837090619934 : 10.0.85.46
received_accepted_message : 1563837090833497 : 10.0.85.46
received_accepted_message : 1563837091045177 : 10.0.85.46
received_accepted_message : 1563837091258908 : 10.0.85.46
received_accepted_message : 1563837091462463 : 10.0.85.46
received_accepted_message : 1563837091633897 : 10.0.85.46
received_accepted_message : 1563837091935129 : 10.0.85.46
received_accepted_message : 1563837092202909 : 10.0.85.46
received_accepted_message : 1563837092413257 : 10.0.85.46
received_accepted_message : 1563837092605301 : 10.0.85.46
received_accepted_message : 1563837092792576 : 10.0.85.46
received_accepted_message : 1563837092987932 : 10.0.85.46
received_accepted_message : 1563837093197726 : 10.0.85.46
received_accepted_message : 1563837093411752 : 10.0.85.46
received_accepted_message : 1563837093694268 : 10.0.85.46
received_accepted_message : 1563837093970762 : 10.0.85.46
received_accepted_message : 1563837094197934 : 10.0.85.46
received_accepted_message : 1563837094422797 : 10.0.85.46
received_accepted_message : 1563837094676414 : 10.0.85.46
received_accepted_message : 1563837094872799 : 10.0.85.46
received_accepted_message : 1563837095067581 : 10.0.85.46
received_accepted_message : 1563837095361461 : 10.0.85.46
received_accepted_message : 1563837095649324 : 10.0.85.46
received_accepted_message : 1563837095875500 : 10.0.85.46
received_accepted_message : 1563837096073844 : 10.0.85.46
received_accepted_message : 1563837096297310 : 10.0.85.46
received_accepted_message : 1563837096498933 : 10.0.85.46
received_accepted_message : 1563837096717197 : 10.0.85.46
received_accepted_message : 1563837096905136 : 10.0.85.46
received_accepted_message : 1563837097167518 : 10.0.85.46
received_accepted_message : 1563837097452106 : 10.0.85.46
received_accepted_message : 1563837097679759 : 10.0.85.46
received_accepted_message : 1563837097892243 : 10.0.85.46
received_accepted_message : 1563837098084743 : 10.0.85.46
received_accepted_message : 1563837098279470 : 10.0.85.46
received_accepted_message : 1563837098485074 : 10.0.85.46
received_accepted_message : 1563837098655852 : 10.0.85.46
received_accepted_message : 1563837098841811 : 10.0.85.46
received_accepted_message : 1563837099184566 : 10.0.85.46
received_accepted_message : 1563837099450782 : 10.0.85.46
received_accepted_message : 1563837099658598 : 10.0.85.46
received_accepted_message : 1563837099871986 : 10.0.85.46
received_accepted_message : 1563837100099972 : 10.0.85.46
received_accepted_message : 1563837100328818 : 10.0.85.46
sent_message : 1563837100781762 : 10.0.85.46
sent_message : 1563837101035349 : 10.0.85.46
sent_message : 1563837101276691 : 10.0.85.46
sent_message : 1563837101492949 : 10.0.85.46
sent_message : 1563837101716717 : 10.0.85.46
sent_message : 1563837101938320 : 10.0.85.46
sent_message : 1563837102139627 : 10.0.85.46
sent_message : 1563837102441753 : 10.0.85.46
sent_message : 1563837102741502 : 10.0.85.46
sent_message : 1563837102986894 : 10.0.85.46
sent_message : 1563837103208184 : 10.0.85.46
sent_message : 1563837103434499 : 10.0.85.46
sent_message : 1563837103658000 : 10.0.85.46
sent_message : 1563837103869073 : 10.0.85.46
sent_message : 1563837104091233 : 10.0.85.46
sent_message : 1563837104439844 : 10.0.85.46
sent_message : 1563837104701474 : 10.0.85.46
sent_message : 1563837104999792 : 10.0.85.46
sent_message : 1563837105221256 : 10.0.85.46
sent_message : 1563837105464805 : 10.0.85.46
sent_message : 1563837105813889 : 10.0.85.46
sent_message : 1563837106033143 : 10.0.85.46
sent_message : 1563837106392261 : 10.0.85.46
sent_message : 1563837106651479 : 10.0.85.46
sent_message : 1563837106888140 : 10.0.85.46
sent_message : 1563837107103699 : 10.0.85.46
sent_message : 1563837107316802 : 10.0.85.46
sent_message : 1563837107553195 : 10.0.85.46
sent_message : 1563837107770191 : 10.0.85.46
sent_message : 1563837108091917 : 10.0.85.46
sent_message : 1563837108387545 : 10.0.85.46
sent_message : 1563837108642786 : 10.0.85.46
sent_message : 1563837108865500 : 10.0.85.46
sent_message : 1563837109085101 : 10.0.85.46
sent_message : 1563837109316664 : 10.0.85.46
sent_message : 1563837109505118 : 10.0.85.46
sent_message : 1563837109718274 : 10.0.85.46
sent_message : 1563837110059022 : 10.0.85.46
sent_message : 1563837110588872 : 10.0.85.46
generated_message : 1563837110898589
sent_message : 1563837111140993 : 10.0.85.46
sent_message : 1563837111360874 : 10.0.85.46
sent_message : 1563837111645588 : 10.0.85.46
sent_message : 1563837111969230 : 10.0.85.46
sent_message : 1563837112197252 : 10.0.85.46
sent_message : 1563837112435368 : 10.0.85.46
sent_message : 1563837112653188 : 10.0.85.46
sent_message : 1563837112869336 : 10.0.85.46
received_accepted_message : 1563837101081102 : 10.0.85.46
received_accepted_message : 1563837112881171 : 10.0.85.46
received_accepted_message : 1563837112886627 : 10.0.85.46
received_accepted_message : 1563837112888026 : 10.0.85.46
received_accepted_message : 1563837112889457 : 10.0.85.46
received_accepted_message : 1563837112896920 : 10.0.85.46
received_accepted_message : 1563837112898304 : 10.0.85.46
received_accepted_message : 1563837112899535 : 10.0.85.46
received_accepted_message : 1563837112900741 : 10.0.85.46
received_accepted_message : 1563837112902194 : 10.0.85.46
received_accepted_message : 1563837112903402 : 10.0.85.46
received_accepted_message : 1563837112904595 : 10.0.85.46
received_accepted_message : 1563837112905927 : 10.0.85.46
received_accepted_message : 1563837112907842 : 10.0.85.46
received_accepted_message : 1563837112916984 : 10.0.85.46
received_accepted_message : 1563837112919099 : 10.0.85.46
received_accepted_message : 1563837112920606 : 10.0.85.46
received_accepted_message : 1563837112921951 : 10.0.85.46
received_accepted_message : 1563837112923286 : 10.0.85.46
received_accepted_message : 1563837112924464 : 10.0.85.46
received_accepted_message : 1563837112925627 : 10.0.85.46
received_accepted_message : 1563837112927095 : 10.0.85.46
received_accepted_message : 1563837112929104 : 10.0.85.46
received_accepted_message : 1563837112936563 : 10.0.85.46
received_accepted_message : 1563837112937862 : 10.0.85.46
