program_started : 1564060767229515 : 8546
circBuffer.txt not found!
Starting with clean buffers
client_device_connected : 1564060788567082 : 10.0.85.35 : sd = 3
Adding to list of sockets as 0
client_device_connected : 1564060788581861 : 10.0.85.38 : sd = 4
Adding to list of sockets as 1
client_device_connected : 1564060788587174 : 10.0.85.37 : sd = 6
Adding to list of sockets as 2
server_device_connected : 1564060798184284 : 10.0.85.35 : sd = 8
Adding to list of sockets as 3
received_rejected_message : 1564062459791245 : 10.0.85.37 : sd=6
received_rejected_message : 1564062501112469 : 10.0.85.35 : sd=8
received_accepted_message : 1564062501348404 : 10.0.85.35 : sd=8
received_rejected_message : 1564062501575218 : 10.0.85.35 : sd=8

Terminating Threads
Wait until each thread finishes it's current loop.(it might take some time)
sent_message : 1564062568413053 : 10.0.85.48 : sd = 7
sent_message : 1564062569166740 : 10.0.85.48 : sd = 7
received_rejected_message : 1564062562367174 : 10.0.85.37 : sd=6
server_finished : 1564062569180234
client_finished : 1564062569184896
generated_message : 1564062729835819
generator_finished : 1564062729842555
generator_joined : 1564062729853203
server_joined : 1564062729853956
client_joined : 1564062729854258
program_started : 1564064569628499 : 8546
client_device_connected : 1564064591141442 : 10.0.85.35 : sd = 3
Adding to list of sockets as 0
client_device_connected : 1564064591171305 : 10.0.85.58 : sd = 4
Adding to list of sockets as 1
client_device_connected : 1564064591186190 : 10.0.85.37 : sd = 6
Adding to list of sockets as 2
sent_message : 1564064623470552 : 10.0.85.35 : sd = 3
sent_message : 1564064623895886 : 10.0.85.58 : sd = 4
sent_message : 1564064624273100 : 10.0.85.58 : sd = 4
sent_message : 1564064624643017 : 10.0.85.58 : sd = 4
sent_message : 1564064625164909 : 10.0.85.58 : sd = 4
sent_message : 1564064625688321 : 10.0.85.58 : sd = 4
sent_message : 1564064626081524 : 10.0.85.58 : sd = 4
sent_message : 1564064626478160 : 10.0.85.58 : sd = 4
sent_message : 1564064626834784 : 10.0.85.58 : sd = 4
sent_message : 1564064627192663 : 10.0.85.58 : sd = 4
sent_message : 1564064627611360 : 10.0.85.58 : sd = 4
sent_message : 1564064627977508 : 10.0.85.58 : sd = 4
sent_message : 1564064628589007 : 10.0.85.58 : sd = 4
sent_message : 1564064629071417 : 10.0.85.58 : sd = 4
sent_message : 1564064629465691 : 10.0.85.58 : sd = 4
sent_message : 1564064629894925 : 10.0.85.58 : sd = 4
sent_message : 1564064630326854 : 10.0.85.58 : sd = 4
sent_message : 1564064630641702 : 10.0.85.58 : sd = 4
sent_message : 1564064630889008 : 10.0.85.58 : sd = 4
sent_message : 1564064631265796 : 10.0.85.58 : sd = 4
sent_message : 1564064631530060 : 10.0.85.58 : sd = 4
sent_message : 1564064631779137 : 10.0.85.58 : sd = 4
sent_message : 1564064632007665 : 10.0.85.58 : sd = 4
sent_message : 1564064632241322 : 10.0.85.58 : sd = 4
sent_message : 1564064632447189 : 10.0.85.58 : sd = 4
sent_message : 1564064632648265 : 10.0.85.58 : sd = 4
sent_message : 1564064632952152 : 10.0.85.58 : sd = 4
sent_message : 1564064633269434 : 10.0.85.58 : sd = 4
sent_message : 1564064633527107 : 10.0.85.58 : sd = 4
sent_message : 1564064633749575 : 10.0.85.58 : sd = 4
sent_message : 1564064633957567 : 10.0.85.58 : sd = 4
sent_message : 1564064634168127 : 10.0.85.58 : sd = 4
sent_message : 1564064634427053 : 10.0.85.58 : sd = 4
sent_message : 1564064634635380 : 10.0.85.58 : sd = 4
sent_message : 1564064634961468 : 10.0.85.58 : sd = 4
sent_message : 1564064635259887 : 10.0.85.58 : sd = 4
sent_message : 1564064635478005 : 10.0.85.58 : sd = 4
sent_message : 1564064635992026 : 10.0.85.58 : sd = 4
sent_message : 1564064636982063 : 10.0.85.58 : sd = 4
sent_message : 1564064637607737 : 10.0.85.58 : sd = 4
sent_message : 1564064638119969 : 10.0.85.58 : sd = 4
sent_message : 1564064638560387 : 10.0.85.58 : sd = 4
sent_message : 1564064638968304 : 10.0.85.58 : sd = 4
sent_message : 1564064639444346 : 10.0.85.58 : sd = 4
sent_message : 1564064639882304 : 10.0.85.58 : sd = 4
sent_message : 1564064640264366 : 10.0.85.58 : sd = 4
sent_message : 1564064640855366 : 10.0.85.58 : sd = 4
sent_message : 1564064641305979 : 10.0.85.58 : sd = 4
sent_message : 1564064641681196 : 10.0.85.58 : sd = 4
sent_message : 1564064642072482 : 10.0.85.58 : sd = 4
sent_message : 1564064642471099 : 10.0.85.58 : sd = 4
sent_message : 1564064642871600 : 10.0.85.58 : sd = 4
sent_message : 1564064643266942 : 10.0.85.58 : sd = 4
sent_message : 1564064643879121 : 10.0.85.58 : sd = 4
sent_message : 1564064644241286 : 10.0.85.58 : sd = 4
sent_message : 1564064644472495 : 10.0.85.58 : sd = 4
sent_message : 1564064644719743 : 10.0.85.58 : sd = 4
sent_message : 1564064644975880 : 10.0.85.58 : sd = 4
sent_message : 1564064645215115 : 10.0.85.58 : sd = 4
sent_message : 1564064645428650 : 10.0.85.58 : sd = 4
sent_message : 1564064645721925 : 10.0.85.58 : sd = 4
sent_message : 1564064646056298 : 10.0.85.58 : sd = 4
sent_message : 1564064646301138 : 10.0.85.58 : sd = 4
sent_message : 1564064646528368 : 10.0.85.58 : sd = 4
sent_message : 1564064646755619 : 10.0.85.58 : sd = 4
sent_message : 1564064646981016 : 10.0.85.58 : sd = 4
sent_message : 1564064647186786 : 10.0.85.58 : sd = 4
sent_message : 1564064647415342 : 10.0.85.58 : sd = 4
sent_message : 1564064647701202 : 10.0.85.58 : sd = 4
sent_message : 1564064648027409 : 10.0.85.58 : sd = 4
sent_message : 1564064648239327 : 10.0.85.58 : sd = 4
sent_message : 1564064648473901 : 10.0.85.58 : sd = 4
sent_message : 1564064648689779 : 10.0.85.58 : sd = 4
sent_message : 1564064648950250 : 10.0.85.58 : sd = 4
sent_message : 1564064649177398 : 10.0.85.58 : sd = 4
sent_message : 1564064649416541 : 10.0.85.58 : sd = 4
received_rejected_message : 1564064645436186 : 10.0.85.58 : sd=4
sent_message : 1564064680231572 : 10.0.85.37 : sd = 6
sent_message : 1564064680656716 : 10.0.85.37 : sd = 6
received_rejected_message : 1564064649425488 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680669013 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680669966 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680691850 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680696841 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680698790 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680701779 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680704030 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680706380 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680723547 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680726413 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680728324 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680730234 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680733172 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680734068 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680742608 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680744772 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680751861 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680753855 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680771703 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680773713 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680781551 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680782453 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680783221 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680783952 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680784652 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680785445 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680786245 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680787027 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680787880 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680788674 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680789510 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680790430 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680807077 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680807989 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680808832 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680809581 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680810332 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680830222 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680832767 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680834795 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680836883 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680863877 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680866261 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680878989 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680879922 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680880817 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680881582 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680882340 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680883149 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680883865 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680884586 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680901359 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680902327 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680903140 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680906827 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680907761 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680908670 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680909472 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680910207 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680931791 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680934110 : 10.0.85.58 : sd=4
received_rejected_message : 1564064680955796 : 10.0.85.58 : sd=4
received_accepted_message : 1564064680981069 : 10.0.85.58 : sd=4
received_accepted_message : 1564064681665738 : 10.0.85.58 : sd=4
received_accepted_message : 1564064682306146 : 10.0.85.58 : sd=4
received_accepted_message : 1564064682864727 : 10.0.85.58 : sd=4
received_accepted_message : 1564064683133999 : 10.0.85.58 : sd=4
received_accepted_message : 1564064683470276 : 10.0.85.58 : sd=4
received_accepted_message : 1564064683733490 : 10.0.85.58 : sd=4
received_accepted_message : 1564064684157155 : 10.0.85.58 : sd=4
received_accepted_message : 1564064684474976 : 10.0.85.58 : sd=4
received_accepted_message : 1564064684994287 : 10.0.85.58 : sd=4
received_accepted_message : 1564064685547053 : 10.0.85.58 : sd=4
received_accepted_message : 1564064685977119 : 10.0.85.58 : sd=4
received_accepted_message : 1564064686466419 : 10.0.85.58 : sd=4
received_accepted_message : 1564064686879030 : 10.0.85.58 : sd=4
received_accepted_message : 1564064687302152 : 10.0.85.58 : sd=4
received_accepted_message : 1564064687696607 : 10.0.85.58 : sd=4
received_accepted_message : 1564064688227060 : 10.0.85.58 : sd=4
received_accepted_message : 1564064688757871 : 10.0.85.58 : sd=4
received_accepted_message : 1564064689157815 : 10.0.85.58 : sd=4
received_accepted_message : 1564064689609208 : 10.0.85.58 : sd=4
received_accepted_message : 1564064689997824 : 10.0.85.58 : sd=4
received_accepted_message : 1564064690416910 : 10.0.85.58 : sd=4
received_accepted_message : 1564064690812778 : 10.0.85.58 : sd=4
received_accepted_message : 1564064691304987 : 10.0.85.58 : sd=4
received_accepted_message : 1564064691843645 : 10.0.85.58 : sd=4
received_accepted_message : 1564064692260354 : 10.0.85.58 : sd=4
received_accepted_message : 1564064692682493 : 10.0.85.58 : sd=4
received_accepted_message : 1564064693082084 : 10.0.85.58 : sd=4
received_accepted_message : 1564064693419767 : 10.0.85.58 : sd=4
received_accepted_message : 1564064693824205 : 10.0.85.58 : sd=4
received_accepted_message : 1564064694396142 : 10.0.85.58 : sd=4
received_accepted_message : 1564064694902959 : 10.0.85.58 : sd=4
received_accepted_message : 1564064695301737 : 10.0.85.58 : sd=4
received_accepted_message : 1564064695699761 : 10.0.85.58 : sd=4
received_accepted_message : 1564064696077588 : 10.0.85.58 : sd=4
received_accepted_message : 1564064696444086 : 10.0.85.58 : sd=4
received_accepted_message : 1564064696819343 : 10.0.85.58 : sd=4
received_accepted_message : 1564064697124709 : 10.0.85.58 : sd=4
sent_message : 1564064739292356 : 10.0.85.35 : sd = 3
sent_message : 1564064739756790 : 10.0.85.35 : sd = 3
sent_message : 1564064740127187 : 10.0.85.35 : sd = 3
sent_message : 1564064741217059 : 10.0.85.35 : sd = 3
sent_message : 1564064741684898 : 10.0.85.35 : sd = 3
sent_message : 1564064742083606 : 10.0.85.35 : sd = 3
sent_message : 1564064742501919 : 10.0.85.35 : sd = 3
sent_message : 1564064743306798 : 10.0.85.35 : sd = 3
sent_message : 1564064743719159 : 10.0.85.35 : sd = 3
sent_message : 1564064744284866 : 10.0.85.35 : sd = 3
sent_message : 1564064745209510 : 10.0.85.35 : sd = 3
sent_message : 1564064745681368 : 10.0.85.35 : sd = 3
sent_message : 1564064746079197 : 10.0.85.35 : sd = 3
sent_message : 1564064746855428 : 10.0.85.35 : sd = 3
sent_message : 1564064747186656 : 10.0.85.35 : sd = 3
sent_message : 1564064747781457 : 10.0.85.35 : sd = 3
sent_message : 1564064748707306 : 10.0.85.35 : sd = 3
sent_message : 1564064749111263 : 10.0.85.35 : sd = 3
sent_message : 1564064749483968 : 10.0.85.35 : sd = 3
sent_message : 1564064749836638 : 10.0.85.35 : sd = 3
sent_message : 1564064750234457 : 10.0.85.35 : sd = 3
sent_message : 1564064751327679 : 10.0.85.35 : sd = 3
sent_message : 1564064751849990 : 10.0.85.35 : sd = 3
sent_message : 1564064752253680 : 10.0.85.35 : sd = 3
sent_message : 1564064752631218 : 10.0.85.35 : sd = 3
sent_message : 1564064753045000 : 10.0.85.35 : sd = 3
sent_message : 1564064753784105 : 10.0.85.35 : sd = 3
sent_message : 1564064754809643 : 10.0.85.35 : sd = 3
sent_message : 1564064755235869 : 10.0.85.35 : sd = 3
sent_message : 1564064755617247 : 10.0.85.35 : sd = 3
received_rejected_message : 1564064719720098 : 10.0.85.35 : sd=3
received_rejected_message : 1564064755627339 : 10.0.85.35 : sd=3
received_rejected_message : 1564064755628751 : 10.0.85.37 : sd=6
generated_message : 1564064811116397
sent_message : 1564064841343208 : 10.0.85.37 : sd = 6
sent_message : 1564064841921547 : 10.0.85.37 : sd = 6
sent_message : 1564064842642858 : 10.0.85.37 : sd = 6
sent_message : 1564064843801760 : 10.0.85.37 : sd = 6
sent_message : 1564064844895861 : 10.0.85.37 : sd = 6
sent_message : 1564064845309778 : 10.0.85.37 : sd = 6
sent_message : 1564064845867206 : 10.0.85.37 : sd = 6
sent_message : 1564064846366114 : 10.0.85.37 : sd = 6
sent_message : 1564064847195173 : 10.0.85.37 : sd = 6
sent_message : 1564064847827743 : 10.0.85.37 : sd = 6
sent_message : 1564064848775890 : 10.0.85.37 : sd = 6
sent_message : 1564064849332421 : 10.0.85.37 : sd = 6
sent_message : 1564064849802517 : 10.0.85.37 : sd = 6
sent_message : 1564064850570284 : 10.0.85.37 : sd = 6
sent_message : 1564064851255160 : 10.0.85.37 : sd = 6
sent_message : 1564064851702571 : 10.0.85.37 : sd = 6
sent_message : 1564064852152247 : 10.0.85.37 : sd = 6
sent_message : 1564064852562263 : 10.0.85.37 : sd = 6
sent_message : 1564064853064513 : 10.0.85.37 : sd = 6
sent_message : 1564064853604739 : 10.0.85.37 : sd = 6
sent_message : 1564064854101398 : 10.0.85.37 : sd = 6
sent_message : 1564064854759198 : 10.0.85.37 : sd = 6
sent_message : 1564064855435497 : 10.0.85.37 : sd = 6
sent_message : 1564064856561738 : 10.0.85.37 : sd = 6
sent_message : 1564064857530645 : 10.0.85.37 : sd = 6
sent_message : 1564064857924777 : 10.0.85.37 : sd = 6
sent_message : 1564064858306178 : 10.0.85.37 : sd = 6
sent_message : 1564064859029971 : 10.0.85.37 : sd = 6
sent_message : 1564064859974591 : 10.0.85.37 : sd = 6
sent_message : 1564064860871380 : 10.0.85.37 : sd = 6
received_rejected_message : 1564064755651808 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861259074 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861274122 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861274900 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861276333 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861276967 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861277792 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861278362 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861279169 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861279728 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861280522 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861332797 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861333722 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861334283 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861335652 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861336300 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861337211 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861337778 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861338539 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861339095 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861339906 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861340460 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861353553 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861354205 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861355068 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861355643 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861356471 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861357041 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861357849 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861358454 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861359299 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861359875 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861371199 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861371959 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861372794 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861373376 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861374182 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861374748 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861375515 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861376067 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861376869 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861377437 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861378233 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861378772 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861379558 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861380124 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861431295 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861432006 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861432830 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861433394 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861434220 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861434846 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861435840 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861436458 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861437284 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861437844 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861438630 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861439222 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861440041 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861440628 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861454951 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861455594 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861456479 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861457113 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861457998 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861458613 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861459489 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861460065 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861471873 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861472759 : 10.0.85.37 : sd=6
received_accepted_message : 1564064861473580 : 10.0.85.35 : sd=3
received_accepted_message : 1564064861475246 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861476392 : 10.0.85.35 : sd=3
received_rejected_message : 1564064861476980 : 10.0.85.37 : sd=6
received_rejected_message : 1564064861477888 : 10.0.85.37 : sd=6
received_rejected_message : 1564064864505328 : 10.0.85.58 : sd=4
sent_message : 1564064932622396 : 10.0.85.35 : sd = 3
sent_message : 1564064933465020 : 10.0.85.35 : sd = 3
received_accepted_message : 1564064920561754 : 10.0.85.35 : sd=3
sent_message : 1564064982136463 : 10.0.85.58 : sd = 4
sent_message : 1564064982430313 : 10.0.85.58 : sd = 4
sent_message : 1564064982723999 : 10.0.85.58 : sd = 4
sent_message : 1564064982951586 : 10.0.85.58 : sd = 4
received_rejected_message : 1564064933511799 : 10.0.85.35 : sd=3
received_rejected_message : 1564064982954829 : 10.0.85.37 : sd=6
received_accepted_message : 1564064982957317 : 10.0.85.35 : sd=3
sent_message : 1564065028146750 : 10.0.85.37 : sd = 6
sent_message : 1564065028538895 : 10.0.85.37 : sd = 6
sent_message : 1564065029296532 : 10.0.85.37 : sd = 6
sent_message : 1564065029794726 : 10.0.85.37 : sd = 6
received_accepted_message : 1564065027548240 : 10.0.85.58 : sd=4
received_rejected_message : 1564065029851413 : 10.0.85.58 : sd=4
received_rejected_message : 1564065029861459 : 10.0.85.58 : sd=4
received_rejected_message : 1564065029865956 : 10.0.85.58 : sd=4
sent_message : 1564065099715705 : 10.0.85.35 : sd = 3
sent_message : 1564065152598482 : 10.0.85.58 : sd = 4
generated_message : 1564065161260385
sent_message : 1564065194927232 : 10.0.85.37 : sd = 6
received_rejected_message : 1564065101299060 : 10.0.85.37 : sd=6
received_accepted_message : 1564065194969556 : 10.0.85.35 : sd=3
received_accepted_message : 1564065195005545 : 10.0.85.37 : sd=6
received_rejected_message : 1564065195042788 : 10.0.85.35 : sd=3
received_rejected_message : 1564065195043668 : 10.0.85.37 : sd=6
received_rejected_message : 1564065203238994 : 10.0.85.58 : sd=4
received_accepted_message : 1564065203755865 : 10.0.85.58 : sd=4
sent_message : 1564065269457097 : 10.0.85.35 : sd = 3
sent_message : 1564065270092432 : 10.0.85.35 : sd = 3
sent_message : 1564065270332666 : 10.0.85.35 : sd = 3
generated_message : 1564065315004880
sent_message : 1564065326452726 : 10.0.85.58 : sd = 4
sent_message : 1564065327084195 : 10.0.85.58 : sd = 4
sent_message : 1564065327642445 : 10.0.85.58 : sd = 4
sent_message : 1564065365661642 : 10.0.85.37 : sd = 6
sent_message : 1564065365953018 : 10.0.85.37 : sd = 6
sent_message : 1564065366427149 : 10.0.85.37 : sd = 6
received_accepted_message : 1564065283801742 : 10.0.85.37 : sd=6
received_rejected_message : 1564065366435284 : 10.0.85.35 : sd=3
received_rejected_message : 1564065366435758 : 10.0.85.37 : sd=6
received_accepted_message : 1564065366436208 : 10.0.85.35 : sd=3
received_accepted_message : 1564065366436796 : 10.0.85.37 : sd=6
received_rejected_message : 1564065366437376 : 10.0.85.35 : sd=3
received_rejected_message : 1564065378343162 : 10.0.85.58 : sd=4
received_rejected_message : 1564065378579216 : 10.0.85.58 : sd=4
received_rejected_message : 1564065378826298 : 10.0.85.58 : sd=4
received_accepted_message : 1564065379012976 : 10.0.85.58 : sd=4
generated_message : 1564065426431611
sent_message : 1564065443239368 : 10.0.85.35 : sd = 3
sent_message : 1564065443466206 : 10.0.85.35 : sd = 3
sent_message : 1564065444089340 : 10.0.85.35 : sd = 3
sent_message : 1564065444348226 : 10.0.85.35 : sd = 3
sent_message : 1564065492489411 : 10.0.85.58 : sd = 4
sent_message : 1564065492914228 : 10.0.85.58 : sd = 4
sent_message : 1564065493338025 : 10.0.85.58 : sd = 4
sent_message : 1564065493696444 : 10.0.85.58 : sd = 4
sent_message : 1564065494850650 : 10.0.85.58 : sd = 4
received_rejected_message : 1564065472926214 : 10.0.85.37 : sd=6
sent_message : 1564065550040282 : 10.0.85.37 : sd = 6
sent_message : 1564065550532573 : 10.0.85.37 : sd = 6
sent_message : 1564065551115029 : 10.0.85.37 : sd = 6
sent_message : 1564065551347012 : 10.0.85.37 : sd = 6
received_accepted_message : 1564065494912519 : 10.0.85.35 : sd=3
received_rejected_message : 1564065551353664 : 10.0.85.37 : sd=6
received_rejected_message : 1564065551356125 : 10.0.85.35 : sd=3
received_accepted_message : 1564065551356594 : 10.0.85.37 : sd=6
received_rejected_message : 1564065562329929 : 10.0.85.58 : sd=4
received_rejected_message : 1564065562613017 : 10.0.85.58 : sd=4
sent_message : 1564065632265035 : 10.0.85.35 : sd = 3
sent_message : 1564065633166810 : 10.0.85.35 : sd = 3
generated_message : 1564065684359405
sent_message : 1564065686546526 : 10.0.85.58 : sd = 4
sent_message : 1564065687497763 : 10.0.85.58 : sd = 4
received_accepted_message : 1564065670853416 : 10.0.85.37 : sd=6
received_rejected_message : 1564065687559572 : 10.0.85.35 : sd=3
sent_message : 1564065741295624 : 10.0.85.37 : sd = 6
sent_message : 1564065741983175 : 10.0.85.37 : sd = 6
received_rejected_message : 1564065687606191 : 10.0.85.37 : sd=6
received_accepted_message : 1564065741993324 : 10.0.85.35 : sd=3
received_rejected_message : 1564065741994471 : 10.0.85.37 : sd=6
received_rejected_message : 1564065741995056 : 10.0.85.35 : sd=3
received_rejected_message : 1564065741995610 : 10.0.85.37 : sd=6
received_accepted_message : 1564065750120446 : 10.0.85.58 : sd=4
received_rejected_message : 1564065750679387 : 10.0.85.58 : sd=4
received_rejected_message : 1564065751158165 : 10.0.85.58 : sd=4
received_accepted_message : 1564065751374215 : 10.0.85.58 : sd=4
sent_message : 1564065823555970 : 10.0.85.35 : sd = 3
sent_message : 1564065824150444 : 10.0.85.35 : sd = 3
sent_message : 1564065825075016 : 10.0.85.35 : sd = 3
sent_message : 1564065825494454 : 10.0.85.35 : sd = 3
sent_message : 1564065884648279 : 10.0.85.58 : sd = 4
sent_message : 1564065885194879 : 10.0.85.58 : sd = 4
sent_message : 1564065885643371 : 10.0.85.58 : sd = 4
received_rejected_message : 1564065866509976 : 10.0.85.37 : sd=6
received_rejected_message : 1564065886489217 : 10.0.85.35 : sd=3
generated_message : 1564065927557621
sent_message : 1564065941483532 : 10.0.85.37 : sd = 6
send_error : 32
received_accepted_message : 1564065886517086 : 10.0.85.37 : sd=6
received_rejected_message : 1564065942074956 : 10.0.85.37 : sd=3
server_device_disconnected : 1564065942075957 : 10.0.85.37 : sd=6
received_rejected_message : 1564065942079083 : 10.0.85.37 : sd=3
received_rejected_message : 1564065942079928 : 10.0.85.37 : sd=3
received_rejected_message : 1564065942080401 : 10.0.85.37 : sd=3
server_device_disconnected : 1564065942113305 : 10.0.85.37 : sd=3
received_rejected_message : 1564065950074761 : 10.0.85.58 : sd=4
received_accepted_message : 1564065950315698 : 10.0.85.58 : sd=4
sent_message : 1564065997237435 : 10.0.85.58 : sd = 4
sent_message : 1564065997450365 : 10.0.85.58 : sd = 4
