program_started : 1563839556108817 : 8558
circBuffer.txt not found!
Starting with clean buffers
device_connected : 1563839561553775 : 10.0.85.36
received_accepted_message : 1563839568100717 : 10.0.85.36
received_accepted_message : 1563839568387480 : 10.0.85.36
received_accepted_message : 1563839568607463 : 10.0.85.36
received_accepted_message : 1563839568818148 : 10.0.85.36
received_accepted_message : 1563839569047106 : 10.0.85.36
received_accepted_message : 1563839569261502 : 10.0.85.36
received_accepted_message : 1563839569451836 : 10.0.85.36
received_accepted_message : 1563839569652537 : 10.0.85.36
received_accepted_message : 1563839569922714 : 10.0.85.36
received_accepted_message : 1563839570212558 : 10.0.85.36
received_accepted_message : 1563839570397506 : 10.0.85.36
received_accepted_message : 1563839570613741 : 10.0.85.36
received_accepted_message : 1563839570819133 : 10.0.85.36
received_accepted_message : 1563839571050404 : 10.0.85.36
received_accepted_message : 1563839571264002 : 10.0.85.36
received_accepted_message : 1563839571428700 : 10.0.85.36
received_accepted_message : 1563839571708444 : 10.0.85.36
received_accepted_message : 1563839572024687 : 10.0.85.36
received_accepted_message : 1563839572267478 : 10.0.85.36
received_accepted_message : 1563839572474626 : 10.0.85.36
received_accepted_message : 1563839572679214 : 10.0.85.36
received_accepted_message : 1563839572901479 : 10.0.85.36
received_accepted_message : 1563839573098262 : 10.0.85.36
received_accepted_message : 1563839573291304 : 10.0.85.36
received_accepted_message : 1563839573634498 : 10.0.85.36
received_accepted_message : 1563839573862831 : 10.0.85.36
received_accepted_message : 1563839574087682 : 10.0.85.36
received_accepted_message : 1563839574299011 : 10.0.85.36
received_accepted_message : 1563839574500634 : 10.0.85.36
received_accepted_message : 1563839574691911 : 10.0.85.36
received_accepted_message : 1563839574879618 : 10.0.85.36
received_accepted_message : 1563839575083464 : 10.0.85.36
received_accepted_message : 1563839575480532 : 10.0.85.36
received_accepted_message : 1563839576006424 : 10.0.85.36
received_accepted_message : 1563839576358200 : 10.0.85.36
sent_message : 1563839576961871 : 10.0.85.36
sent_message : 1563839577172789 : 10.0.85.36
sent_message : 1563839577394664 : 10.0.85.36
sent_message : 1563839578000336 : 10.0.85.36
sent_message : 1563839578260941 : 10.0.85.36
sent_message : 1563839578459395 : 10.0.85.36
sent_message : 1563839578900174 : 10.0.85.36
sent_message : 1563839579100917 : 10.0.85.36
sent_message : 1563839579425515 : 10.0.85.36
sent_message : 1563839579958269 : 10.0.85.36
sent_message : 1563839580183497 : 10.0.85.36
sent_message : 1563839580629611 : 10.0.85.36
sent_message : 1563839580867890 : 10.0.85.36
sent_message : 1563839581449085 : 10.0.85.36
sent_message : 1563839581688067 : 10.0.85.36
sent_message : 1563839581925645 : 10.0.85.36
sent_message : 1563839582402066 : 10.0.85.36
sent_message : 1563839582595898 : 10.0.85.36
sent_message : 1563839582786417 : 10.0.85.36
sent_message : 1563839583390986 : 10.0.85.36
sent_message : 1563839583641386 : 10.0.85.36
sent_message : 1563839583880340 : 10.0.85.36
sent_message : 1563839584334862 : 10.0.85.36
sent_message : 1563839584567493 : 10.0.85.36
sent_message : 1563839584852500 : 10.0.85.36
received_accepted_message : 1563839576596372 : 10.0.85.36
received_accepted_message : 1563839585164960 : 10.0.85.36
received_accepted_message : 1563839585176565 : 10.0.85.36
received_accepted_message : 1563839585177820 : 10.0.85.36
received_accepted_message : 1563839585179443 : 10.0.85.36
received_accepted_message : 1563839585180785 : 10.0.85.36
received_accepted_message : 1563839585182230 : 10.0.85.36
received_accepted_message : 1563839585183649 : 10.0.85.36
received_accepted_message : 1563839585185107 : 10.0.85.36
received_accepted_message : 1563839585186794 : 10.0.85.36
received_accepted_message : 1563839585188020 : 10.0.85.36
received_accepted_message : 1563839585189155 : 10.0.85.36
received_accepted_message : 1563839585190365 : 10.0.85.36
received_accepted_message : 1563839585191779 : 10.0.85.36
received_accepted_message : 1563839585196338 : 10.0.85.36
received_accepted_message : 1563839585198606 : 10.0.85.36
received_accepted_message : 1563839585199108 : 10.0.85.36
received_accepted_message : 1563839585199527 : 10.0.85.36
received_accepted_message : 1563839585200036 : 10.0.85.36
received_accepted_message : 1563839585200450 : 10.0.85.36
received_accepted_message : 1563839585200848 : 10.0.85.36
received_accepted_message : 1563839585201243 : 10.0.85.36
received_accepted_message : 1563839585201641 : 10.0.85.36
received_accepted_message : 1563839585202035 : 10.0.85.36
received_accepted_message : 1563839585202495 : 10.0.85.36
received_accepted_message : 1563839585202904 : 10.0.85.36
received_accepted_message : 1563839585203302 : 10.0.85.36
received_accepted_message : 1563839585203790 : 10.0.85.36
received_accepted_message : 1563839585204188 : 10.0.85.36
received_accepted_message : 1563839585204582 : 10.0.85.36
received_accepted_message : 1563839585204973 : 10.0.85.36
received_accepted_message : 1563839585205420 : 10.0.85.36
received_accepted_message : 1563839585205813 : 10.0.85.36
received_accepted_message : 1563839585226590 : 10.0.85.36
received_accepted_message : 1563839585228964 : 10.0.85.36
received_accepted_message : 1563839585230301 : 10.0.85.36
received_accepted_message : 1563839585231637 : 10.0.85.36
received_accepted_message : 1563839585467131 : 10.0.85.36
received_accepted_message : 1563839585675843 : 10.0.85.36
received_accepted_message : 1563839585870012 : 10.0.85.36
received_accepted_message : 1563839586090078 : 10.0.85.36
received_accepted_message : 1563839586377211 : 10.0.85.36
received_accepted_message : 1563839586660469 : 10.0.85.36
generated_message : 1563839586868619
received_accepted_message : 1563839586889436 : 10.0.85.36
received_accepted_message : 1563839587103458 : 10.0.85.36
received_accepted_message : 1563839587301481 : 10.0.85.36
received_accepted_message : 1563839587505836 : 10.0.85.36
received_accepted_message : 1563839587717982 : 10.0.85.36
received_accepted_message : 1563839587932439 : 10.0.85.36
received_accepted_message : 1563839588216789 : 10.0.85.36
received_accepted_message : 1563839588507851 : 10.0.85.36
received_accepted_message : 1563839588738459 : 10.0.85.36
received_accepted_message : 1563839588972946 : 10.0.85.36
received_accepted_message : 1563839589190776 : 10.0.85.36
received_accepted_message : 1563839589404248 : 10.0.85.36
received_accepted_message : 1563839589611065 : 10.0.85.36
received_accepted_message : 1563839589800117 : 10.0.85.36
received_accepted_message : 1563839590168423 : 10.0.85.36
