program_started : 1563834676469307 : 8536
circBuffer.txt not found!
Starting with clean buffers
device_connected : 1563834693890682 : 10.0.85.35
device_connected : 1563834696954854 : 10.0.85.37
device_connected : 1563834696959782 : 10.0.85.38
generated_message : 1563834707440634
received_accepted_message : 1563834713705775 : 10.0.85.35
sent_message : 1563834716783892 : 10.0.85.35
sent_message : 1563834717192894 : 10.0.85.37
sent_message : 1563834717538770 : 10.0.85.37
sent_message : 1563834717806439 : 10.0.85.38
sent_message : 1563834718049563 : 10.0.85.38
received_accepted_message : 1563834718921933 : 10.0.85.37
received_rejected_message : 1563834719143298 : 10.0.85.37
received_accepted_message : 1563834720435787 : 10.0.85.38
received_rejected_message : 1563834720641147 : 10.0.85.38
received_rejected_message : 1563834721116723 : 10.0.85.38
received_rejected_message : 1563834734562161 : 10.0.85.35
received_rejected_message : 1563834734785320 : 10.0.85.35
generated_message : 1563834737451733
sent_message : 1563834738374607 : 10.0.85.35
sent_message : 1563834738616763 : 10.0.85.35
sent_message : 1563834738850289 : 10.0.85.35
sent_message : 1563834739776918 : 10.0.85.37
sent_message : 1563834740059724 : 10.0.85.37
sent_message : 1563834740725806 : 10.0.85.38
sent_message : 1563834741169598 : 10.0.85.38
received_rejected_message : 1563834742221367 : 10.0.85.37
received_accepted_message : 1563834742568681 : 10.0.85.37
received_accepted_message : 1563834742865418 : 10.0.85.37
received_rejected_message : 1563834745452307 : 10.0.85.38
received_accepted_message : 1563834745646267 : 10.0.85.38
received_rejected_message : 1563834757780896 : 10.0.85.35
received_rejected_message : 1563834758218292 : 10.0.85.35
received_rejected_message : 1563834758447029 : 10.0.85.35
sent_message : 1563834762454102 : 10.0.85.35
sent_message : 1563834762671156 : 10.0.85.35
sent_message : 1563834764050975 : 10.0.85.37
sent_message : 1563834764510280 : 10.0.85.37
sent_message : 1563834765991237 : 10.0.85.38
sent_message : 1563834766212316 : 10.0.85.38
generated_message : 1563834767455582
received_rejected_message : 1563834768527399 : 10.0.85.37
received_rejected_message : 1563834771043219 : 10.0.85.38
received_accepted_message : 1563834784172244 : 10.0.85.35
sent_message : 1563834788132104 : 10.0.85.35
sent_message : 1563834790458128 : 10.0.85.37
sent_message : 1563834790674846 : 10.0.85.37
sent_message : 1563834792958927 : 10.0.85.38
sent_message : 1563834793513776 : 10.0.85.38
received_accepted_message : 1563834795668509 : 10.0.85.37
received_accepted_message : 1563834795854709 : 10.0.85.37
received_rejected_message : 1563834796097526 : 10.0.85.37
generated_message : 1563834797460985
received_rejected_message : 1563834797653651 : 10.0.85.38
received_rejected_message : 1563834797887083 : 10.0.85.38
received_rejected_message : 1563834810787565 : 10.0.85.35
received_rejected_message : 1563834811080927 : 10.0.85.35
received_accepted_message : 1563834811389969 : 10.0.85.35
sent_message : 1563834815901735 : 10.0.85.35
sent_message : 1563834816166030 : 10.0.85.35
sent_message : 1563834816403736 : 10.0.85.35
sent_message : 1563834819493888 : 10.0.85.37
sent_message : 1563834819756250 : 10.0.85.37
sent_message : 1563834820027150 : 10.0.85.37
sent_message : 1563834822710384 : 10.0.85.38
sent_message : 1563834823230329 : 10.0.85.38
sent_message : 1563834823596722 : 10.0.85.38
received_accepted_message : 1563834827165557 : 10.0.85.37
received_rejected_message : 1563834827396652 : 10.0.85.37
generated_message : 1563834827465359
received_rejected_message : 1563834828282175 : 10.0.85.38
received_accepted_message : 1563834828596135 : 10.0.85.38
received_rejected_message : 1563834828791867 : 10.0.85.38
received_rejected_message : 1563834841922343 : 10.0.85.35
received_accepted_message : 1563834842116784 : 10.0.85.35
received_rejected_message : 1563834842348479 : 10.0.85.35
sent_message : 1563834847062473 : 10.0.85.35
sent_message : 1563834847287681 : 10.0.85.35
sent_message : 1563834847590692 : 10.0.85.35
sent_message : 1563834852800532 : 10.0.85.37
sent_message : 1563834853266499 : 10.0.85.37
sent_message : 1563834853655251 : 10.0.85.37
generated_message : 1563834857470874
sent_message : 1563834859878887 : 10.0.85.38
sent_message : 1563834860311676 : 10.0.85.38
sent_message : 1563834860912454 : 10.0.85.38
received_rejected_message : 1563834860986228 : 10.0.85.38
received_accepted_message : 1563834861228964 : 10.0.85.38
received_rejected_message : 1563834861479211 : 10.0.85.38
received_accepted_message : 1563834863508429 : 10.0.85.37
received_rejected_message : 1563834863824353 : 10.0.85.37
received_rejected_message : 1563834864060101 : 10.0.85.37
received_accepted_message : 1563834875179351 : 10.0.85.35
received_rejected_message : 1563834875425931 : 10.0.85.35
received_rejected_message : 1563834875660297 : 10.0.85.35
sent_message : 1563834885359000 : 10.0.85.35
sent_message : 1563834885664963 : 10.0.85.35
sent_message : 1563834885903845 : 10.0.85.35
generated_message : 1563834890919185
sent_message : 1563834891173925 : 10.0.85.37
sent_message : 1563834891453035 : 10.0.85.37
sent_message : 1563834891960873 : 10.0.85.37
sent_message : 1563834897916445 : 10.0.85.38
sent_message : 1563834899861880 : 10.0.85.38
sent_message : 1563834900263989 : 10.0.85.38
sent_message : 1563834900676342 : 10.0.85.38
received_accepted_message : 1563834902434844 : 10.0.85.38
received_rejected_message : 1563834902645962 : 10.0.85.38
received_accepted_message : 1563834902875346 : 10.0.85.38
received_rejected_message : 1563834903077225 : 10.0.85.38
received_rejected_message : 1563834903316556 : 10.0.85.37
received_rejected_message : 1563834903515665 : 10.0.85.37
received_rejected_message : 1563834903730579 : 10.0.85.37
received_accepted_message : 1563834914367231 : 10.0.85.35
received_rejected_message : 1563834914880677 : 10.0.85.35
received_rejected_message : 1563834915089961 : 10.0.85.35
generated_message : 1563834921966219
sent_message : 1563834925931209 : 10.0.85.35
sent_message : 1563834926178396 : 10.0.85.35
sent_message : 1563834926422508 : 10.0.85.35
sent_message : 1563834932772533 : 10.0.85.37
sent_message : 1563834933097877 : 10.0.85.37
sent_message : 1563834933580653 : 10.0.85.37
sent_message : 1563834939636533 : 10.0.85.38
sent_message : 1563834939866366 : 10.0.85.38
sent_message : 1563834940126732 : 10.0.85.38
received_accepted_message : 1563834948000439 : 10.0.85.38
received_accepted_message : 1563834948476314 : 10.0.85.38
